Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
27-01-2025,19:37:19,BK753853,Success,C14851,Prime Plus,Garia,Garden Reach,84,60,null,null,No,null,647,Cash,5,3.5,4.7
02-01-2025,09:37:24,BK103980,Success,C69682,eBike,Metiabruz,Burrabazar,null,null,null,null,null,null,845,null,0,null,null
12-01-2025,03:15:22,BK263223,Failed,C73136,Mini,Belgachia,Burrabazar,null,null,null,null,null,null,724,null,0,null,null
30-01-2025,19:17:43,BK695378,Success,C31610,Bike,Ballygunge,Hazra,56,130,null,null,No,null,113,UPI,12,4,3.2
08-01-2025,01:55:10,BK518076,Failed,C44331,Auto,Chowringhee,Burrabazar,175,120,null,null,No,null,1982,Cash,23,4.5,3.4
22-01-2025,14:51:22,BK375215,Success,C31225,Auto,Moulali,Salt Lake,147,100,null,null,No,null,984,UPI,1,3.6,3.5
15-01-2025,23:56:41,BK302765,Success,C31618,Prime Plus,Shyambazar,Esplanade,161,60,null,null,No,null,486,UPI,33,3.1,3.7
23-01-2025,10:52:58,BK466132,Success,C51891,Bike,Garia,Dumdum,273,75,null,null,No,null,152,Cash,18,3.7,4.8
28-01-2025,10:27:40,BK355901,Success,C99543,eBike,Dharmatala,Golf Green,null,null,null,Customer related issue,null,null,624,null,0,null,null
05-01-2025,10:20:28,BK335187,Success,C19685,Mini,Park Street,Salt Lake,77,85,null,null,No,null,479,UPI,24,3.5,4.5
31-01-2025,01:46:46,BK607092,Failed,C59205,Prime SUV,Park Street,Hazra,null,null,null,Customer related issue,null,null,330,null,0,null,null
04-01-2025,08:58:57,BK412830,Failed,C14353,Prime Sedan,Metiabruz,Bowbazar,196,75,null,null,No,null,1005,Cash,12,4.4,3.8
01-01-2025,21:11:04,BK657017,Success,C30105,Prime Sedan,Chowringhee,Bowbazar,140,130,null,null,No,null,306,Credit Card,29,4.5,3.7
17-01-2025,19:26:04,BK235644,Success,C83053,Prime Sedan,Salt Lake,Golf Green,280,115,null,null,No,null,551,Cash,20,4.6,3.6
08-01-2025,10:02:38,BK482559,Failed,C24263,Prime Sedan,Jadavpur,Rashbehari,119,60,null,null,No,null,353,UPI,19,3.3,4.8
12-01-2025,16:24:21,BK746734,Success,C87104,Prime Sedan,Metiabruz,Naktala,224,100,null,null,No,null,222,UPI,36,4.4,3.9
28-01-2025,20:59:07,BK280839,Success,C70028,Mini,Gariahat,Garden Reach,null,null,null,Personal & Car related issue,null,null,656,null,0,null,null
15-01-2025,18:13:59,BK982336,Success,C55809,Prime Sedan,Howrah,New Town,null,null,null,More than permitted people in there,null,null,907,null,0,null,null
05-01-2025,05:39:57,BK880670,Success,C72510,Auto,Shalimar,Kankurgachi,null,null,null,Customer was coughing/sick,null,null,131,null,0,null,null
04-01-2025,19:30:10,BK594508,Success,C44186,Prime Plus,Sinthi,Bowbazar,210,70,null,null,No,null,606,UPI,10,4.8,4.9
30-01-2025,00:01:14,BK531346,Failed,C92344,eBike,BBD Bagh,Kalighat,287,70,null,null,No,null,796,Cash,5,3.4,4.8
22-01-2025,12:01:03,BK364268,Failed,C65163,Mini,Rashbehari,Gariahat,259,75,null,null,No,null,328,Cash,18,3.1,3.7
13-01-2025,18:13:34,BK192893,Success,C57982,Prime Plus,Ultadanga,Tollygunge,null,null,Driver is not moving towards pickup location,null,null,null,530,null,0,null,null
27-01-2025,21:57:28,BK193847,Success,C47389,Bike,Behala,Burrabazar,null,null,null,Customer related issue,null,null,149,null,0,null,null
28-01-2025,21:14:53,BK513640,Success,C54984,Mini,Garia,Dumdum,null,null,AC is Not working,null,null,null,363,null,0,null,null
04-01-2025,05:51:51,BK182660,Failed,C48476,Bike,Jadavpur,Golf Green,49,40,null,null,No,null,483,Cash,4,3.4,4.4
05-01-2025,21:55:07,BK990261,Success,C79269,Prime Plus,Sealdah,Jora Bridge,null,null,null,Personal & Car related issue,null,null,164,null,0,null,null
10-01-2025,20:49:00,BK522156,Success,C33108,eBike,Kasba,Rajarhat,119,90,null,null,No,null,825,UPI,40,3.3,4.9
11-01-2025,01:13:23,BK611007,Success,C79711,Mini,Rajarhat,Chowringhee,280,30,null,null,No,null,578,UPI,6,3.3,3.9
19-01-2025,04:39:01,BK690503,Success,C46148,Mini,Gariahat,Lake Town,196,145,null,null,No,null,309,UPI,10,3.9,4.8
28-01-2025,00:49:25,BK371503,Success,C20155,Prime SUV,Kankurgachi,Entally,null,null,null,Customer related issue,null,null,372,null,0,null,null
21-01-2025,20:32:31,BK690170,Success,C56739,Mini,Metiabruz,Madhyamgram,273,70,null,null,No,null,301,UPI,45,4.3,4
15-01-2025,01:08:42,BK716828,Failed,C10021,eBike,Bowbazar,Jadavpur,126,25,null,null,No,null,246,Cash,7,3.7,4.3
16-01-2025,09:44:56,BK941329,Failed,C10269,Auto,Moulali,Salt Lake,null,null,Driver asked to cancel,null,null,null,273,null,0,null,null
06-01-2025,17:13:29,BK301974,Failed,C53407,Prime SUV,Golf Green,Sarat Bose Road,null,null,null,null,null,null,680,null,0,null,null
11-01-2025,15:32:57,BK223256,Failed,C54823,Prime Plus,Lake Town,Sealdah,null,null,AC is Not working,null,null,null,664,null,0,null,null
08-01-2025,03:38:44,BK419341,Success,C66696,Prime Sedan,Lake Gardens,Baguiati,196,40,null,null,No,null,246,Cash,40,4.6,3.7
18-01-2025,12:19:05,BK674056,Failed,C32226,Auto,Sarat Bose Road,Rajarhat,175,80,null,null,No,null,195,Cash,7,3,3.2
23-01-2025,13:10:31,BK361992,Success,C35267,Bike,Chowringhee,Moulali,null,null,null,null,null,null,165,null,0,null,null
30-01-2025,01:16:49,BK387195,Success,C14139,Prime SUV,BBD Bagh,Garden Reach,42,140,null,null,No,null,2507,UPI,13,4.9,4
06-01-2025,09:39:22,BK300892,Success,C76877,Prime Sedan,New Town,Dumdum,null,null,null,null,null,null,377,null,0,null,null
03-01-2025,00:37:47,BK456019,Success,C90525,Prime Plus,Sarat Bose Road,Kasba,56,35,null,null,No,null,301,Cash,15,4.8,3.4
08-01-2025,09:47:36,BK777062,Success,C39665,Auto,New Town,Tollygunge,56,30,null,null,No,null,140,UPI,5,4.1,4.9
24-01-2025,12:06:12,BK521304,Success,C16018,Bike,Tollygunge,Burrabazar,238,40,null,null,No,null,741,Cash,2,4.5,4.2
04-01-2025,05:51:36,BK581373,Failed,C98707,Prime Sedan,Behala,Esplanade,null,null,null,More than permitted people in there,null,null,436,null,0,null,null
16-01-2025,00:20:41,BK683943,Success,C22939,eBike,Metiabruz,Shyambazar,null,null,null,null,null,null,211,null,0,null,null
26-01-2025,11:27:50,BK408132,Failed,C10086,Mini,Bowbazar,Garia,210,60,null,null,No,null,354,UPI,41,3.9,4.6
25-01-2025,14:20:20,BK146420,Success,C73252,Auto,New Town,Metiabruz,119,35,null,null,No,null,204,UPI,31,3.8,3.5
27-01-2025,15:47:58,BK504887,Success,C70398,Auto,Barasat,Metiabruz,252,90,null,null,No,null,554,UPI,20,3.9,3.3
28-01-2025,18:54:33,BK719030,Success,C39099,Bike,Patuli,Park Street,null,null,null,null,null,null,262,null,0,null,null
30-01-2025,19:37:00,BK362419,Success,C80919,Auto,Dharmatala,Dumdum,175,40,null,null,No,null,455,UPI,4,4.3,3.5
04-01-2025,11:35:23,BK845106,Success,C92541,Prime SUV,Howrah,Golf Green,null,null,null,Customer related issue,null,null,544,null,0,null,null
25-01-2025,01:58:00,BK193079,Success,C79915,Prime Sedan,Chowringhee,Jadavpur,null,null,null,null,null,null,2270,null,0,null,null
05-01-2025,20:59:56,BK557136,Failed,C36049,eBike,Shalimar,Jora Bridge,168,125,null,null,No,null,679,Cash,48,4.9,4.8
11-01-2025,11:52:29,BK746105,Success,C36262,eBike,Esplanade,Moulali,203,130,null,null,No,null,335,UPI,10,4.4,3.6
18-01-2025,01:22:14,BK945207,Success,C41373,Prime Sedan,Kasba,Belgachia,182,130,null,null,No,null,312,UPI,7,3.8,4.9
05-01-2025,12:49:35,BK833588,Success,C58418,Prime SUV,Ultadanga,Bhawanipore,63,85,null,null,Yes,Customer Demand,152,Cash,27,3.2,4
22-01-2025,23:42:12,BK128483,Success,C37455,Mini,Gariahat,Salt Lake,273,85,null,null,No,null,411,Cash,28,4.8,4.8
13-01-2025,16:19:05,BK700169,Success,C33496,Auto,Gariahat,Garden Reach,null,null,null,Customer was coughing/sick,null,null,1284,null,0,null,null
10-01-2025,17:15:12,BK750237,Success,C98923,Prime Sedan,Belgachia,Chowringhee,98,110,null,null,No,null,924,Cash,11,4.4,3.4
02-01-2025,19:25:28,BK446774,Failed,C71445,eBike,Jora Bridge,New Town,91,140,null,null,Yes,Customer Demand,2530,Cash,24,3.4,4.4
24-01-2025,05:52:08,BK542888,Success,C88871,Prime Plus,Chowringhee,Rashbehari,245,125,null,null,No,null,2897,Cash,41,5,4.5
03-01-2025,15:31:25,BK121943,Failed,C99361,Mini,Tollygunge,Golf Green,null,null,null,null,null,null,303,null,0,null,null
19-01-2025,06:11:10,BK238219,Success,C74883,Prime Plus,Alipore,Sarat Bose Road,null,null,null,null,null,null,337,null,0,null,null
07-01-2025,11:02:29,BK363275,Success,C22901,eBike,Madhyamgram,Ultadanga,168,135,null,null,Yes,Vehicle Breakdown,500,Cash,42,3.3,3
14-01-2025,10:14:57,BK191152,Success,C10389,Mini,Howrah,Behala,63,100,null,null,No,null,881,Cash,16,4.8,3.4
13-01-2025,06:25:29,BK907533,Success,C96919,Prime Sedan,Gariahat,Maniktala,189,125,null,null,No,null,338,Credit Card,24,4.9,3
20-01-2025,13:49:16,BK339526,Failed,C74196,Auto,Jadavpur,Bhawanipore,null,null,null,null,null,null,830,null,0,null,null
31-01-2025,21:36:01,BK104201,Failed,C13293,eBike,Entally,Metiabruz,168,140,null,null,Yes,Customer Demand,596,UPI,35,3.4,3.4
05-01-2025,00:38:10,BK361210,Success,C10421,Prime Sedan,New Town,Kasba,147,120,null,null,No,null,751,Cash,16,3.1,4.8
08-01-2025,18:13:08,BK867752,Failed,C14744,Prime Plus,Sealdah,Golf Green,154,120,null,null,No,null,950,Credit Card,4,3,4.7
19-01-2025,12:41:58,BK397314,Failed,C51540,Auto,Gariahat,Salt Lake,null,null,null,null,null,null,280,null,0,null,null
28-01-2025,18:33:37,BK699623,Failed,C33580,Prime Plus,Park Street,Chowringhee,null,null,null,Personal & Car related issue,null,null,2966,null,0,null,null
02-01-2025,20:39:21,BK139877,Success,C58063,Prime Sedan,Maniktala,Shyambazar,42,45,null,null,No,null,145,Cash,7,4.9,3.9
06-01-2025,11:29:23,BK953708,Failed,C14696,eBike,Alipore,Esplanade,287,145,null,null,No,null,621,UPI,35,3.1,3.5
02-01-2025,19:59:38,BK342663,Success,C80172,Prime Plus,Baguiati,Naktala,null,null,null,Customer was coughing/sick,null,null,264,null,0,null,null
04-01-2025,03:19:42,BK219323,Success,C26176,Prime Sedan,Jadavpur,Barasat,287,50,null,null,No,null,285,Cash,12,4,3.4
06-01-2025,19:06:39,BK678103,Success,C86954,eBike,Sealdah,Ultadanga,98,135,null,null,No,null,388,UPI,7,3.6,4.1
06-01-2025,16:23:26,BK373615,Success,C22255,Prime SUV,Moulali,Burrabazar,null,null,null,Personal & Car related issue,null,null,690,null,0,null,null
27-01-2025,18:49:18,BK699050,Success,C17054,Prime Sedan,Madhyamgram,Jora Bridge,null,null,null,Personal & Car related issue,null,null,445,null,0,null,null
02-01-2025,08:09:45,BK349306,Success,C19770,Bike,Park Street,Belgachia,203,65,null,null,No,null,958,UPI,8,4.4,5
03-01-2025,02:35:11,BK117867,Success,C86690,eBike,Bhawanipore,Hazra,189,45,null,null,No,null,381,Cash,16,4.9,4.6
17-01-2025,11:56:42,BK777109,Failed,C87725,Prime Plus,Maniktala,Gariahat,238,70,null,null,No,null,260,Cash,25,4.3,3.5
13-01-2025,01:27:49,BK999197,Failed,C80840,Prime Plus,Park Street,Ballygunge,189,40,null,null,No,null,474,Cash,35,3.9,4.1
26-01-2025,10:40:50,BK819785,Failed,C60705,Prime Plus,Sinthi,Sonarpur,168,85,null,null,No,null,511,UPI,46,3.3,4
02-01-2025,05:00:50,BK901226,Success,C99657,Prime Sedan,Belgachia,Jadavpur,null,null,null,Personal & Car related issue,null,null,139,null,0,null,null
13-01-2025,05:16:15,BK716610,Success,C22681,Bike,Jora Bridge,Sarat Bose Road,null,null,null,null,null,null,2272,null,0,null,null
08-01-2025,03:15:35,BK745157,Success,C19716,Auto,Chowringhee,Dharmatala,null,null,null,null,null,null,493,null,0,null,null
20-01-2025,17:11:16,BK712738,Failed,C55292,Prime SUV,Lake Gardens,Sarat Bose Road,91,95,null,null,No,null,266,Credit Card,20,4.6,3.6
01-01-2025,21:31:08,BK661773,Success,C74919,Mini,Sarat Bose Road,New Town,287,95,null,null,No,null,346,Cash,11,4.7,3.7
02-01-2025,19:26:24,BK941639,Failed,C61991,Prime Plus,Baguiati,Tollygunge,49,105,null,null,No,null,343,UPI,17,3.8,4.1
06-01-2025,21:22:56,BK869868,Success,C11985,eBike,Shyambazar,Shalimar,147,140,null,null,No,null,370,UPI,33,3.2,3.1
13-01-2025,04:15:17,BK608598,Success,C52252,Prime SUV,Tollygunge,Madhyamgram,182,125,null,null,No,null,892,Cash,9,4.6,3.5
12-01-2025,02:07:10,BK179344,Failed,C81744,Prime Sedan,Dunlop,Moulali,266,70,null,null,No,null,879,Cash,8,3.4,3.5
12-01-2025,11:43:39,BK311743,Success,C24473,Auto,Metiabruz,Burrabazar,84,130,null,null,No,null,302,UPI,47,3.5,5
30-01-2025,02:42:14,BK351945,Failed,C12485,Bike,Naktala,Shyambazar,null,null,null,Customer was coughing/sick,null,null,139,null,0,null,null
22-01-2025,05:36:53,BK669233,Failed,C55373,Prime Sedan,Ballygunge,Shalimar,224,30,null,null,No,null,384,Debit Card,12,4,4.6
26-01-2025,08:33:46,BK237424,Failed,C61887,Mini,Shyambazar,Lake Gardens,287,45,null,null,No,null,238,Cash,21,3.1,5
06-01-2025,01:24:42,BK112298,Success,C20919,Prime Sedan,Tollygunge,Metiabruz,null,null,null,null,null,null,1132,null,0,null,null
03-01-2025,06:52:51,BK335005,Success,C65301,Mini,Ultadanga,Dumdum,null,null,null,null,null,null,1333,null,0,null,null
08-01-2025,22:38:46,BK247450,Failed,C27224,Prime Plus,Madhyamgram,Bowbazar,294,35,null,null,No,null,458,Credit Card,48,4.7,4.5
05-01-2025,09:10:00,BK194451,Success,C89204,Bike,Kidderpore,Gariahat,49,30,null,null,No,null,492,Cash,43,4.7,4.8
15-01-2025,23:31:22,BK877782,Success,C24535,eBike,Alipore,Dumdum,154,45,null,null,No,null,312,Cash,12,4.9,3.8
22-01-2025,16:42:40,BK392045,Success,C84990,Bike,Lake Gardens,Baguiati,182,125,null,null,No,null,219,Cash,46,3.1,4.9
03-01-2025,13:42:55,BK114568,Success,C45103,Auto,Baguiati,Park Street,133,30,null,null,No,null,968,Cash,44,3.1,4.9
11-01-2025,15:52:06,BK298548,Failed,C72516,Prime Sedan,Gariahat,Chowringhee,null,null,null,Customer was coughing/sick,null,null,294,null,0,null,null
05-01-2025,03:58:25,BK686242,Success,C38337,Prime Sedan,Sinthi,Dumdum,168,95,null,null,No,null,207,Cash,30,3.1,3.9
01-01-2025,02:48:22,BK126152,Success,C12952,Auto,Barasat,Maniktala,null,null,Driver asked to cancel,null,null,null,698,null,0,null,null
18-01-2025,23:53:43,BK780272,Success,C13265,Auto,Salt Lake,Maniktala,null,null,null,Customer related issue,null,null,585,null,0,null,null
10-01-2025,14:33:15,BK193256,Failed,C71854,Mini,Park Street,Shalimar,49,50,null,null,No,null,169,UPI,24,4.1,3.6
17-01-2025,10:29:09,BK699250,Success,C63279,Auto,Kankurgachi,Golf Green,70,25,null,null,No,null,386,UPI,21,3.5,4.3
23-01-2025,18:23:46,BK981440,Success,C11057,Prime Plus,Bhawanipore,Garia,null,null,null,null,null,null,1986,null,0,null,null
07-01-2025,18:09:05,BK462921,Success,C61911,Prime SUV,Ballygunge,Behala,98,145,null,null,No,null,401,UPI,7,3.4,4.1
28-01-2025,22:06:17,BK351901,Success,C48908,Auto,Golf Green,Park Street,35,145,null,null,No,null,144,Cash,35,3.7,4.2
15-01-2025,06:41:50,BK495128,Failed,C32158,Auto,Bhawanipore,Ultadanga,161,110,null,null,No,null,268,Cash,45,3.8,4.5
04-01-2025,13:32:45,BK176230,Success,C94240,eBike,Gariahat,Kankurgachi,49,45,null,null,No,null,246,Cash,21,4,4.5
09-01-2025,05:40:10,BK908282,Success,C66362,Prime Plus,Kidderpore,Moulali,91,50,null,null,No,null,160,Cash,36,3.9,3.2
10-01-2025,22:36:43,BK648981,Failed,C92810,Prime Sedan,Park Street,Kankurgachi,null,null,Driver is not moving towards pickup location,null,null,null,2109,null,0,null,null
10-01-2025,14:12:28,BK646670,Success,C34959,Prime SUV,Moulali,Jora Bridge,null,null,null,Customer related issue,null,null,1566,null,0,null,null
05-01-2025,19:53:19,BK418108,Success,C86928,Prime Sedan,Salt Lake,Behala,161,40,null,null,No,null,168,Cash,4,3,3.5
02-01-2025,08:44:30,BK212214,Success,C63072,Prime SUV,Rajarhat,Burrabazar,119,45,null,null,No,null,449,UPI,16,3.6,3.5
01-01-2025,02:10:50,BK487821,Success,C24136,Mini,New Town,Dharmatala,154,50,null,null,No,null,221,UPI,28,3.9,4.8
06-01-2025,06:22:17,BK997083,Success,C66489,Auto,Park Street,Dumdum,210,25,null,null,No,null,1885,UPI,6,3.6,4.6
13-01-2025,12:05:19,BK244432,Success,C47405,Auto,Bowbazar,Sonarpur,154,125,null,null,Yes,Vehicle Breakdown,905,Cash,1,3.7,3.4
10-01-2025,13:58:39,BK732432,Failed,C69526,eBike,Kankurgachi,Garden Reach,259,145,null,null,No,null,429,UPI,20,3.7,3.7
24-01-2025,18:50:01,BK348627,Failed,C88854,Prime Sedan,Alipore,Lake Town,null,null,null,Customer related issue,null,null,320,null,0,null,null
08-01-2025,11:51:13,BK148790,Success,C15547,Auto,Entally,Lake Gardens,168,45,null,null,No,null,469,UPI,6,4.3,4.2
06-01-2025,22:57:39,BK216410,Failed,C89949,Prime Plus,Hazra,Park Street,null,null,null,More than permitted people in there,null,null,213,null,0,null,null
28-01-2025,17:44:03,BK766062,Failed,C59732,eBike,Ballygunge,Jora Bridge,252,80,null,null,Yes,Customer Demand,339,UPI,30,3.8,3.7
22-01-2025,15:42:41,BK663301,Success,C93072,eBike,Lake Town,Burrabazar,null,null,null,Personal & Car related issue,null,null,328,null,0,null,null
16-01-2025,20:42:36,BK418761,Success,C78661,Mini,Esplanade,Jora Bridge,null,null,null,Customer related issue,null,null,594,null,0,null,null
29-01-2025,04:51:21,BK126809,Success,C15427,eBike,Howrah,Esplanade,168,100,null,null,No,null,429,Cash,38,3,4.8
11-01-2025,23:59:32,BK956041,Success,C97776,Prime Plus,New Town,Burrabazar,133,45,null,null,Yes,Vehicle Breakdown,769,UPI,40,4.1,4.4
10-01-2025,13:43:48,BK561776,Success,C79311,Prime Plus,Rajarhat,Lake Town,null,null,null,Customer was coughing/sick,null,null,433,null,0,null,null
01-01-2025,02:36:46,BK570095,Success,C99712,eBike,Sarat Bose Road,Alipore,182,35,null,null,No,null,495,UPI,12,4.8,3.7
09-01-2025,21:32:43,BK283407,Success,C54325,Mini,Park Street,Kankurgachi,null,null,null,Customer related issue,null,null,156,null,0,null,null
25-01-2025,20:51:24,BK556771,Success,C12685,Prime Plus,Jadavpur,Moulali,null,null,null,Personal & Car related issue,null,null,275,null,0,null,null
12-01-2025,00:05:12,BK748493,Success,C67491,Prime Plus,Jadavpur,Garden Reach,84,35,null,null,No,null,110,Cash,6,4.1,3
24-01-2025,23:36:38,BK441428,Success,C42144,Prime Sedan,Kalighat,Moulali,null,null,null,More than permitted people in there,null,null,924,null,0,null,null
14-01-2025,19:25:49,BK695605,Success,C63713,Mini,Lake Gardens,Hazra,56,115,null,null,No,null,225,UPI,24,4.6,3.7
19-01-2025,23:53:03,BK184348,Success,C92844,eBike,Belgachia,Bowbazar,133,50,null,null,No,null,223,Cash,20,3.5,4.2
19-01-2025,05:20:07,BK724588,Success,C26326,Mini,Kasba,Sonarpur,231,80,null,null,No,null,916,Cash,18,4.1,4.7
08-01-2025,11:53:01,BK548838,Success,C31970,Mini,Naktala,Rashbehari,217,120,null,null,No,null,520,UPI,16,4.8,4.5
15-01-2025,18:32:19,BK910631,Failed,C30080,eBike,Garia,Naktala,56,100,null,null,No,null,130,Cash,2,3.5,3.8
24-01-2025,21:49:01,BK169665,Failed,C57169,eBike,Golf Green,Rajarhat,224,100,null,null,No,null,2684,Cash,26,4.5,4.9
15-01-2025,10:57:21,BK940447,Success,C72296,Auto,College Street,Barasat,null,null,null,Customer was coughing/sick,null,null,236,null,0,null,null
21-01-2025,17:34:21,BK923333,Failed,C99676,Bike,Tollygunge,Ballygunge,168,105,null,null,No,null,158,UPI,22,4.1,3.8
27-01-2025,14:37:27,BK119206,Failed,C33505,Auto,Shyambazar,Rajarhat,35,90,null,null,No,null,219,Cash,15,4.4,3
10-01-2025,20:41:50,BK996787,Success,C18294,Mini,Moulali,Sonarpur,147,55,null,null,No,null,144,Cash,19,4.5,4.6
24-01-2025,16:09:04,BK802181,Success,C58608,Prime Sedan,Esplanade,Ballygunge,84,145,null,null,No,null,881,UPI,16,4.9,3.8
28-01-2025,05:56:18,BK730009,Success,C98039,Bike,Entally,Patuli,null,null,null,Customer related issue,null,null,321,null,0,null,null
08-01-2025,00:51:35,BK984314,Success,C62660,Auto,BBD Bagh,Metiabruz,null,null,null,null,null,null,529,null,0,null,null
23-01-2025,12:20:36,BK424852,Failed,C16207,Prime SUV,College Street,Dumdum,294,125,null,null,No,null,2152,Cash,43,3.1,3.1
09-01-2025,08:29:09,BK771946,Success,C71382,Prime Sedan,Entally,Shalimar,147,45,null,null,No,null,395,UPI,14,4.8,4
08-01-2025,23:10:44,BK397360,Success,C43970,Mini,Dharmatala,Moulali,35,55,null,null,No,null,210,UPI,1,3.7,3.9
26-01-2025,08:56:28,BK410791,Failed,C48393,Auto,Burrabazar,Sonarpur,null,null,null,Personal & Car related issue,null,null,533,null,0,null,null
30-01-2025,21:15:20,BK207477,Success,C63795,eBike,Tollygunge,College Street,98,60,null,null,No,null,2072,Cash,11,4.2,4
27-01-2025,04:38:16,BK927134,Success,C94357,Prime Plus,Kankurgachi,Kidderpore,49,140,null,null,No,null,434,Cash,16,3.4,3
19-01-2025,22:39:16,BK724447,Failed,C31699,Prime SUV,Garden Reach,Rajarhat,null,null,null,null,null,null,443,null,0,null,null
23-01-2025,04:44:19,BK387725,Success,C30439,eBike,Garia,Ultadanga,140,50,null,null,Yes,Other Issue,104,Credit Card,21,4.1,4
07-01-2025,14:26:48,BK737617,Success,C64179,Bike,Dunlop,Metiabruz,210,80,null,null,No,null,230,UPI,43,4.5,5
05-01-2025,16:29:53,BK470178,Success,C38394,eBike,Jadavpur,Bowbazar,null,null,null,Personal & Car related issue,null,null,143,null,0,null,null
30-01-2025,07:54:52,BK949139,Success,C43425,eBike,Belgachia,Shalimar,217,135,null,null,No,null,699,UPI,30,4.9,4.6
19-01-2025,10:14:26,BK465885,Failed,C93179,Mini,Patuli,Hazra,null,null,null,Personal & Car related issue,null,null,343,null,0,null,null
24-01-2025,00:40:11,BK992230,Success,C71843,Bike,Shyambazar,Chowringhee,42,75,null,null,No,null,149,Credit Card,13,4.7,3.8
27-01-2025,03:03:49,BK994625,Failed,C24025,Prime SUV,Hazra,Alipore,77,85,null,null,No,null,240,Cash,49,3.7,4.6
18-01-2025,17:34:27,BK796683,Success,C57198,Prime Sedan,Alipore,Salt Lake,224,115,null,null,No,null,461,Cash,9,3,3.8
10-01-2025,21:10:05,BK285766,Success,C90335,Auto,Entally,Esplanade,182,90,null,null,No,null,1649,UPI,3,4.8,3.5
13-01-2025,21:02:17,BK107033,Success,C56082,Prime SUV,BBD Bagh,Belgachia,91,75,null,null,No,null,417,Cash,41,3.6,3.5
14-01-2025,04:25:50,BK493072,Failed,C43483,Auto,Barasat,Hazra,301,135,null,null,No,null,146,Cash,3,4.2,3.2
04-01-2025,14:13:29,BK429023,Success,C50073,eBike,Entally,Behala,91,75,null,null,No,null,251,UPI,46,3.2,3.4
16-01-2025,20:00:03,BK822956,Success,C20269,Prime SUV,Kidderpore,Jadavpur,84,30,null,null,No,null,139,Cash,41,3.5,3.7
10-01-2025,10:35:00,BK863966,Success,C95647,Mini,Lake Town,Jadavpur,287,100,null,null,No,null,159,Credit Card,10,4,3.6
28-01-2025,07:29:57,BK561889,Success,C97260,Bike,Entally,Kalighat,140,80,null,null,No,null,2176,Cash,9,4,3.1
23-01-2025,14:06:54,BK754984,Success,C17981,Bike,BBD Bagh,Bhawanipore,182,115,null,null,No,null,400,Cash,19,3.8,4.4
22-01-2025,00:07:05,BK681538,Success,C38342,Prime SUV,Alipore,Patuli,null,null,null,Customer related issue,null,null,199,null,0,null,null
05-01-2025,12:34:10,BK809381,Success,C53604,Prime Sedan,Sealdah,Rajarhat,119,70,null,null,No,null,109,UPI,2,3.6,4
06-01-2025,13:32:39,BK967018,Failed,C32481,Mini,Baguiati,Metiabruz,147,145,null,null,No,null,465,Cash,41,4.2,5
09-01-2025,03:30:02,BK991592,Success,C26936,Prime Sedan,Ballygunge,Lake Gardens,273,100,null,null,No,null,244,UPI,16,4.8,3.6
02-01-2025,05:15:02,BK660154,Success,C12451,Bike,Kankurgachi,Jadavpur,91,105,null,null,No,null,879,Cash,45,3.8,4.3
24-01-2025,02:25:14,BK837552,Failed,C56916,Mini,Garia,Hazra,42,125,null,null,No,null,343,Cash,35,4.1,4.5
14-01-2025,14:27:42,BK292894,Failed,C32220,Mini,Barasat,Howrah,91,135,null,null,No,null,464,UPI,7,3.8,3.4
22-01-2025,13:33:02,BK172383,Success,C47987,Prime SUV,Shyambazar,Dumdum,null,null,null,Personal & Car related issue,null,null,341,null,0,null,null
19-01-2025,16:28:31,BK409887,Success,C37090,eBike,Ultadanga,Dumdum,224,145,null,null,No,null,142,UPI,37,4.9,3.8
06-01-2025,15:58:21,BK707270,Failed,C70458,Auto,Barasat,Golf Green,null,null,Driver is not moving towards pickup location,null,null,null,143,null,0,null,null
04-01-2025,09:09:53,BK762981,Success,C49321,Bike,Howrah,Dunlop,null,null,null,More than permitted people in there,null,null,267,null,0,null,null
24-01-2025,02:14:57,BK337783,Success,C21054,Auto,Entally,Dumdum,null,null,null,Personal & Car related issue,null,null,141,null,0,null,null
25-01-2025,13:11:48,BK322210,Success,C56374,Mini,Hazra,Kankurgachi,98,70,null,null,No,null,335,Cash,45,4.3,4.9
23-01-2025,21:51:20,BK496765,Failed,C19134,Mini,Entally,Sarat Bose Road,null,null,null,Personal & Car related issue,null,null,589,null,0,null,null
31-01-2025,03:00:59,BK138874,Success,C49386,Prime Plus,Garia,Sonarpur,42,105,null,null,No,null,382,Cash,4,3.2,4.8
22-01-2025,20:33:26,BK657857,Success,C36440,Mini,Madhyamgram,Behala,35,145,null,null,No,null,879,UPI,3,4.3,4.7
10-01-2025,10:14:55,BK783324,Success,C32361,eBike,Shyambazar,Hazra,null,null,null,Customer was coughing/sick,null,null,206,null,0,null,null
02-01-2025,07:43:49,BK719583,Success,C99159,Bike,Golf Green,New Town,null,null,null,Customer related issue,null,null,365,null,0,null,null
30-01-2025,05:13:21,BK520564,Success,C54255,Prime Plus,Golf Green,Rajarhat,245,130,null,null,No,null,181,UPI,9,3.4,4.9
